Conversacion,Perplexity
"Usuario: Busco algo de suspense
Enrique: Otra gran opción sería esta:
""Relatos Fantásticos"" (2023)
Género: Suspense, Ciencia ficción
Batallas en realidad virtual, supervivencia en un páramo postapocal...",6.14
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""El lobo de Wall Street"" (2013)
Género: Crimen, Drama, Comedia
Película basada en hechos reales del corredor de b...",5.7
"Usuario: ¿Tienes otra de suspense?
Enrique: Otra gran opción sería esta:
""Relatos Fantásticos"" (2023)
Género: Suspense, Ciencia ficción
Batallas en realidad virtual, supervivencia en un páramo postapo...",5.72
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""El lobo de Wall Street"" (2013)
Género: Crimen, Drama, Comedia
Película basada en hechos reales del corredor de bolsa neoyor...",6.05
"Usuario: Busco algo de suspense
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Relatos Fantásticos"" (2023)
Género: Suspense, Ciencia ficción
Batallas en realidad virtual, supervivencia...",5.38
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""The Sloth Lane"" (2024)
Género: Animación, Familia
nan",4.51
"Usuario: Busco algo de romance
Enrique: Esta otra podría interesarte:
""After: Aquí empieza todo"" (2019)
Género: Romance, Drama
La joven Tessa Young cursa su primer año en la universidad. Acostumbrada ...",5.51
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""The Sloth Lane"" (2024)
Género: Animación, Familia
nan",4.55
"Usuario: Busco algo de romance
Enrique: Esta otra podría interesarte:
""After: Aquí empieza todo"" (2019)
Género: Romance, Drama
La joven Tessa Young cursa su primer año en la universidad. Acostumbrada ...",5.51
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""The Sloth Lane"" (2024)
Género: Animación, Familia
nan",4.55
"Usuario: ¿Tienes otra de romance?
Enrique: Esta otra podría interesarte:
""After: Aquí empieza todo"" (2019)
Género: Romance, Drama
La joven Tessa Young cursa su primer año en la universidad. Acostumbra...",5.39
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Gladiator"" (2000)
Género: Acción, Drama, Aventura
En el año 180, el Imperio Romano domina todo el mundo conocid...",4.74
"Usuario: ¿Tienes otra de acción?
Enrique: Esta otra podría interesarte:
""El escuadrón suicida"" (2021)
Género: Acción, Comedia, Aventura
Un grupo de super villanos se encuentran encerrados en Belle Rev...",5.2
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Gladiator"" (2000)
Género: Acción, Drama, Aventura
En el año 180, el Imperio Romano domina todo el mundo conocido...",4.49
"Usuario: ¿Tienes otra de acción?
Enrique: Otra gran opción sería esta:
""El escuadrón suicida"" (2021)
Género: Acción, Comedia, Aventura
Un grupo de super villanos se encuentran encerrados en Belle Reve...",5.13
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Gladiator"" (2000)
Género: Acción, Drama, Aventura
En el año 180, el Imperio Romano domina todo el mundo conocid...",4.74
"Usuario: Me gustan las pelis de acción
Enrique: Esta otra podría interesarte:
""El escuadrón suicida"" (2021)
Género: Acción, Comedia, Aventura
Un grupo de super villanos se encuentran encerrados en Bel...",5.26
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""La más fan"" (2025)
Género: Comedia
Lana Cruz, cancelada en Hollywood, busca revivir su carrera en su país. Pero Pol...",6.62
"Usuario: ¿Tienes otra de acción?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""El despertar de la bestia"" (2024)
Género: Acción, Terror, Suspense
Un año después de que la luz de una s...",4.41
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""La más fan"" (2025)
Género: Comedia
Lana Cruz, cancelada en Hollywood, busca revivir su carrera en su país. Pero Polly, una ...",6.67
"Usuario: Me gustan las pelis de acción
Enrique: Esta otra podría interesarte:
""El despertar de la bestia"" (2024)
Género: Acción, Terror, Suspense
Un año después de que la luz de una superluna activara...",4.79
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""La más fan"" (2025)
Género: Comedia
Lana Cruz, cancelada en Hollywood, busca revivir su carrera en su país. Pero Polly, una ...",6.67
"Usuario: ¿Tienes otra de acción?
Enrique: Esta otra podría interesarte:
""El despertar de la bestia"" (2024)
Género: Acción, Terror, Suspense
Un año después de que la luz de una superluna activara un ge...",4.77
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Cincuenta sombras liberadas"" (2018)
Género: Drama, Romance
Creyendo que han dejado atrás las sombras del pasado, Christ...",4.56
"Usuario: Busco algo de acción
Enrique: Otra gran opción sería esta:
""Godzilla y Kong: El nuevo imperio"" (2024)
Género: Acción, Aventura, Ciencia ficción
Una aventura cinematográfica completamente nuev...",6.24
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Cincuenta sombras liberadas"" (2018)
Género: Drama, Romance
Creyendo que han dejado atrás las sombras del pasado,...",4.34
"Usuario: Busco algo de acción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Godzilla y Kong: El nuevo imperio"" (2024)
Género: Acción, Aventura, Ciencia ficción
Una aventura cinematogr...",5.71
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Cincuenta sombras liberadas"" (2018)
Género: Drama, Romance
Creyendo que han dejado atrás las sombras del pasado, Christ...",4.56
"Usuario: Me gustan las pelis de acción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Godzilla y Kong: El nuevo imperio"" (2024)
Género: Acción, Aventura, Ciencia ficción
Una aventura c...",5.58
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Expediente Warren: El último rito"" (2025)
Género: Terror
nan",4.59
"Usuario: Me gustan las pelis de bélica
Enrique: Esta otra podría interesarte:
""Corazones de acero"" (2014)
Género: Bélica, Drama, Acción
Abril de 1945. Al mando del veterano sargento Wardaddy, un pelot...",5.09
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Expediente Warren: El último rito"" (2025)
Género: Terror
nan",4.37
"Usuario: Busco algo de bélica
Enrique: Esta otra podría interesarte:
""Corazones de acero"" (2014)
Género: Bélica, Drama, Acción
Abril de 1945. Al mando del veterano sargento Wardaddy, un pelotón de cin...",5.28
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Expediente Warren: El último rito"" (2025)
Género: Terror
nan",5.56
"Usuario: ¿Tienes otra de bélica?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Corazones de acero"" (2014)
Género: Bélica, Drama, Acción
Abril de 1945. Al mando del veterano sargento W...",4.55
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Harry Potter y la cámara secreta"" (2002)
Género: Aventura, Fantasía
Harry regresa a su segundo año a Hog...",6.3
"Usuario: Busco algo de fantasía
Enrique: Otra gran opción sería esta:
""Maléfica"" (2014)
Género: Fantasía, Aventura, Acción, Familia, Romance
Es la historia jamás contada de Maléfica, la villana más qu...",4.94
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Harry Potter y la cámara secreta"" (2002)
Género: Aventura, Fantasía
Harry regresa a su segundo año a Hogwarts, pero descubr...",7.17
"Usuario: ¿Tienes otra de fantasía?
Enrique: Esta otra podría interesarte:
""Maléfica"" (2014)
Género: Fantasía, Aventura, Acción, Familia, Romance
Es la historia jamás contada de Maléfica, la villana má...",4.65
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Harry Potter y la cámara secreta"" (2002)
Género: Aventura, Fantasía
Harry regresa a su segundo año a Hogwarts, p...",6.3
"Usuario: Me gustan las pelis de fantasía
Enrique: Esta otra podría interesarte:
""Maléfica"" (2014)
Género: Fantasía, Aventura, Acción, Familia, Romance
Es la historia jamás contada de Maléfica, la vill...",4.73
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""La película de Stitch"" (2003)
Género: Comedia, Aventura, Familia, Animación, Ciencia f...",5.0
"Usuario: Me gustan las pelis de aventura
Enrique: Otra gran opción sería esta:
""El señor de los anillos: El retorno del rey"" (2003)
Género: Aventura, Fantasía, Acción
Las fuerzas de Saruman han sido d...",5.1
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""La película de Stitch"" (2003)
Género: Comedia, Aventura, Familia, Animación, Ciencia ficción
...",5.13
"Usuario: Busco algo de aventura
Enrique: Esta otra podría interesarte:
""El señor de los anillos: El retorno del rey"" (2003)
Género: Aventura, Fantasía, Acción
Las fuerzas de Saruman han sido destruida...",5.15
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""La película de Stitch"" (2003)
Género: Comedia, Aventura, Familia, Animación, Ciencia ficción
Continuación de las...",5.37
"Usuario: ¿Tienes otra de aventura?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""El señor de los anillos: El retorno del rey"" (2003)
Género: Aventura, Fantasía, Acción
Las fuerzas de ...",4.86
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Ballerina, del universo de John Wick"" (2025)
Género: Acción, Suspense, Crimen
Eve Macarro intenta por todos los medios ...",5.78
"Usuario: Me gustan las pelis de suspense
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""The equalizer (El protector)"" (2014)
Género: Suspense, Acción, Crimen
Robert McCall, un antiguo ...",6.51
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Ballerina, del universo de John Wick"" (2025)
Género: Acción, Suspense, Crimen
Eve Maca...",4.95
"Usuario: Busco algo de suspense
Enrique: Esta otra podría interesarte:
""The equalizer (El protector)"" (2014)
Género: Suspense, Acción, Crimen
Robert McCall, un antiguo agente de la CIA que lleva ahora...",7.47
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Ballerina, del universo de John Wick"" (2025)
Género: Acción, Suspense, Crimen
Eve Macarro intenta por todos los medios aver...",6.19
"Usuario: Busco algo de suspense
Enrique: Esta otra podría interesarte:
""The equalizer (El protector)"" (2014)
Género: Suspense, Acción, Crimen
Robert McCall, un antiguo agente de la CIA que lleva ahora...",7.47
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Beekeeper: El protector"" (2024)
Género: Acción, Crimen, Suspense
La brutal campaña de ...",4.39
"Usuario: Me gustan las pelis de suspense
Enrique: Esta otra podría interesarte:
""Sugar Baby"" (2024)
Género: Suspense, Comedia
nan",5.67
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Beekeeper: El protector"" (2024)
Género: Acción, Crimen, Suspense
La brutal campaña de venganza de Adam Clay adquiere tintes...",5.65
"Usuario: Me gustan las pelis de suspense
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Sugar Baby"" (2024)
Género: Suspense, Comedia
nan",4.51
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Beekeeper: El protector"" (2024)
Género: Acción, Crimen, Suspense
La brutal campaña de venganza de Adam Clay adquiere tintes...",5.65
"Usuario: Me gustan las pelis de suspense
Enrique: Otra gran opción sería esta:
""Sugar Baby"" (2024)
Género: Suspense, Comedia
nan",5.67
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Day of the Warrior"" (1996)
Género: Acción, Suspense
La ""Legión para Entibar la Total Armonía y la Ley"" (LETAL) ...",4.53
"Usuario: Busco algo de acción
Enrique: Esta otra podría interesarte:
""Sonic 2: La película"" (2022)
Género: Acción, Aventura, Familia, Comedia
Después de establecerse en Green Hills, Sonic se muere por...",6.56
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Day of the Warrior"" (1996)
Género: Acción, Suspense
La ""Legión para Entibar la Total Armonía y la Ley"" (LETAL) ahor...",4.81
"Usuario: ¿Tienes otra de acción?
Enrique: Otra gran opción sería esta:
""Sonic 2: La película"" (2022)
Género: Acción, Aventura, Familia, Comedia
Después de establecerse en Green Hills, Sonic se muere p...",6.21
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Day of the Warrior"" (1996)
Género: Acción, Suspense
La ""Legión para Entibar la Total A...",4.19
"Usuario: Me gustan las pelis de acción
Enrique: Esta otra podría interesarte:
""Sonic 2: La película"" (2022)
Género: Acción, Aventura, Familia, Comedia
Después de establecerse en Green Hills, Sonic se ...",6.29
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Batman"" (2022)
Género: Crimen, Misterio, Suspense
Cuando un asesino se dirige a la élite de Gotham con una seri...",4.51
"Usuario: Me gustan las pelis de terror
Enrique: Otra gran opción sería esta:
""28 días después"" (2002)
Género: Terror, Suspense, Ciencia ficción
Londres es un cementerio. Las calles están ahora desiert...",5.73
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Batman"" (2022)
Género: Crimen, Misterio, Suspense
Cuando un asesino se dirige a la élite de Gotham con u...",4.39
"Usuario: Busco algo de terror
Enrique: Esta otra podría interesarte:
""28 días después"" (2002)
Género: Terror, Suspense, Ciencia ficción
Londres es un cementerio. Las calles están ahora desiertas. Rein...",5.83
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Batman"" (2022)
Género: Crimen, Misterio, Suspense
Cuando un asesino se dirige a la élite de Gotham con una serie de maq...",4.57
"Usuario: ¿Tienes otra de terror?
Enrique: Esta otra podría interesarte:
""28 días después"" (2002)
Género: Terror, Suspense, Ciencia ficción
Londres es un cementerio. Las calles están ahora desiertas. R...",5.59
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Confidencial (Black Bag)"" (2025)
Género: Suspense, Misterio, Drama
Cuando su amada esposa Kathryn es sospechosa ...",4.92
"Usuario: ¿Tienes otra de ciencia ficción?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Ash"" (2025)
Género: Ciencia ficción, Terror, Suspense
En el misterioso planeta Ash, Riya se des...",4.81
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Confidencial (Black Bag)"" (2025)
Género: Suspense, Misterio, Drama
Cuando su amada esposa Kathryn es sospechosa de trai...",5.25
"Usuario: Busco algo de ciencia ficción
Enrique: Otra gran opción sería esta:
""Ash"" (2025)
Género: Ciencia ficción, Terror, Suspense
En el misterioso planeta Ash, Riya se despierta y descubre que su tr...",5.47
